Date ,startup_name,industry_vertical,SubVertical,Country,City /State Location,Investors_Name,Investment_Type,Amount_in_USD,Remarks
04-06-2015,Flipkart,E-Commerce,Unclassified,India,Bengaluru,Morgan Stanley,Private Equity,"5,00,00,000",Late Stage
04-06-2015,Vidooly,Media & Entertainment,Unclassified,India,Noida,Bessemer Venture Partners,Private Equity,"10,00,000",Pre-Series A
04-06-2015,Zopper,E-Commerce,Unclassified,India,Mumbai,"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors",Private Equity,"2,00,00,000",Series C
03-06-2015,Arkin Net,SaaS & Enterprise Tech,Unclassified,India,Pune ,Nexus Venture Partners,Private Equity,"1,50,00,000",Series B
03-06-2015,Entropy Innovations,SaaS & Enterprise Tech,Unclassified,India,Mumbai,Mark Mobius & 9 Other Angel investors,Seed Funding,,No Remark
03-06-2015,iCustomadeit,E-Commerce,Unclassified,India,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,"2,50,000",No Remark
03-06-2015,Kaaryah,Consumer Internet,Unclassified,India,Gurugram,Ratan Tata,Seed Funding,,No Remark
03-06-2015,Little Black Book Delhi,SaaS & Enterprise Tech,Unclassified,India,New Delhi,"Rajan AUnclassifieddan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,"1,50,000",No Remark
03-06-2015,MyPoolin,FinTech,Unclassified,India,New Delhi,"Sharad Sharma, Rajan AUnclassifieddan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,\\xc2\\xa0 Arjun Malhotra, Gautam Gandhi",Seed Funding,,No Remark
03-06-2015,MyTaxiIndia,Transport,Unclassified,India,New Delhi,Green House Ventures,Seed Funding,"1,00,000",No Remark
03-06-2015,Propstack,Real Estate,Unclassified,India,Mumbai,DMG Information,Private Equity,"30,00,000",Series A
02-06-2015,AllIzHealth,HealthTech,Unclassified,India,Pune,Mumbai Angels & Other angel investors,Seed Funding,"3,50,000",No Remark
02-06-2015,Karma Healthcare,HealthTech,Unclassified,India,Udaipur,Ennovent Impact Investment Holding,Private Equity,,Series A
02-06-2015,Saama,SaaS & Enterprise Tech,Unclassified,India,Pune ,Carrick Capital Partners,Private Equity,"3,50,00,000",Series A
01-06-2015,Arth DesignBuild,SaaS & Enterprise Tech,Unclassified,India,Hyderabad,Srinivas Tirupati,Seed Funding,"5,00,000",No Remark
01-06-2015,CredR,E-Commerce,Unclassified,India,Mumbai,GrowthStory,Seed Funding,,No Remark
01-06-2015,Eattreatonline,FoodTech,Unclassified,India,New Delhi,Group of 15 Angel Investors,Seed Funding,"3,50,000",No Remark
01-06-2015,Glamrs,E-Commerce,Unclassified,India,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,"10,00,000",Pre-Series A
01-06-2015,Meritnation,EdTech,Unclassified,India,New Delhi,InfoEdge,Private Equity,"40,00,000",Series C
01-06-2015,Proviera,HealthTech,Unclassified,India,Chennai,Infuse Ventures,Private Equity,"5,50,000",No Remark
01-06-2015,Truebil,E-Commerce,Unclassified,India,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,"5,00,000",No Remark
01-06-2015,Veeba Foods,FoodTech,Unclassified,India,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,"60,00,000",Series B
01-06-2015,Vyomo,HealthTech,Unclassified,India,New Delhi,Aprameya Radhakrishna,Seed Funding,,No Remark
30-05-2015,Ather Energy,Transport,Unclassified,India,Bengaluru,Tiger Global,Private Equity,"1,20,00,000",Series A
28-05-2015,TheKarrier,Logistics,Unclassified,India,Bengaluru,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding,"2,40,000",No Remark
28-05-2015,Truweight,HealthTech,Unclassified,India,Hyderabad,Kalaari Capital,Private Equity,,Series A
28-05-2015,Zoomcar,Transport,Unclassified,India,Bengaluru,Sequoia Capital,Private Equity,"50,00,000",Series B Interim Funding
27-05-2015,Casa2inns,Travel,Unclassified,India,New Delhi,"Accel Partners, Kalaari Capital",Private Equity,"50,00,000",Series A
27-05-2015,FleetRover,Logistics,Unclassified,India,Goa,"Tim Chen, Sanjay Venkat",Seed Funding,"1,80,000",No Remark
27-05-2015,Postman,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,Nexus Venture Partners,Seed Funding,"10,00,000",Series A
26-05-2015,Goodbox,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,Manipal Group,Seed Funding,"2,00,000",No Remark
26-05-2015,Renderlogy,E-Commerce,Unclassified,India,Hyderabad,Astarc Ventures,Private Equity,"10,00,000",Series A
26-05-2015,UrbanPro,Consumer Internet,Unclassified,India,Bengaluru,Nirvana Venture Advisors,Private Equity,"20,00,000",Series A
25-05-2015,Newgen Payments,FinTech,Unclassified,India,New Delhi,Jan Manten,Seed Funding,,No Remark
25-05-2015,Razorpay,FinTech,Unclassified,India,Bengaluru,Punit Soni,Seed Funding,,No Remark
25-05-2015,ZenParent,Media & Entertainment,Unclassified,India,Bengaluru,i2india Ventures,Seed Funding,"5,00,000",No Remark
22-05-2015,CarDekho,Transport,Unclassified,India,Jaipur,HDFC Bank,Private Equity,,1% stake
22-05-2015,EveningFlavors,Consumer Internet,Unclassified,India,Bengaluru,Sandiep Shrivatsava,Seed Funding,"5,00,000",No Remark
22-05-2015,Nudgespot,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Seed Funding,"6,25,000",No Remark
21-05-2015,Knit,Unclassified,Unclassified,Unknown,Unknown,"Rohit Jain, Amit Rambhia & Others",Seed Funding,,No Remark
21-05-2015,SunTerrace,CleanTech,Unclassified,India,New Delhi,Sunergy Investors,Private Equity,,No Remark
21-05-2015,Villgro,Unclassified,Unclassified,Unknown,Unknown,Michael & Susan Dell Foundation,Seed Funding,"32,50,000",To fund edu startups
20-05-2015,Lookup,Media & Entertainment,Unclassified,India,Bengaluru,Biz Stone,Private Equity,"30,00,000",Series A
19-05-2015,Akosha,SaaS & Enterprise Tech,Unclassified,India,New Delhi,Sequoia Capital,Private Equity,"1,60,00,000",Series B
19-05-2015,Chaayos,FoodTech,Unclassified,India,New Delhi,Tiger Global Management,Private Equity,"10,00,000",Series A
19-05-2015,Cooey,HealthTech,Unclassified,India,Bengaluru,Subhash Goyal,Seed Funding,"4,70,000",No Remark
19-05-2015,Crown-it,Consumer Internet,Unclassified,India,Gurugram,"Accel Partners, Helion Venture Partners",Private Equity,"55,00,000",Series A
19-05-2015,Inspirock,Travel,Unclassified,Unknown,Unknown,MakeMyTrip Innovation Fund,Private Equity,,No Remark
19-05-2015,MeetUniv,EdTech,Unclassified,India,Noida,Peesh Venture Capital,Seed Funding,"10,00,000",No Remark
19-05-2015,Springleap,Unclassified,Unclassified,Unknown,Unknown,Cross Border Angels,Seed Funding,"8,00,000",No Remark
19-05-2015,Trucksfirst,Logistics,Unclassified,India,Gurugram,SAIF partners,Private Equity,"1,00,00,000",Series A
18-05-2015,Awaaz De,SaaS & Enterprise Tech,Unclassified,India,Ahmedabad,Samir Shah,Seed Funding,,No Remark
18-05-2015,TheBetterIndia.com,Media & Entertainment,Unclassified,India,Bengaluru,Mohandas Pai,Seed Funding,,Pre-Series Bridge
15-05-2015,Venturesity,EdTech,Unclassified,India,Bengaluru,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",Seed Funding,"2,70,000",No Remark
14-05-2015,IndianRoots.com,E-Commerce,Unclassified,India,Gurugram,KJS Group,Private Equity,"50,00,000",Series B
14-05-2015,RedPolka,E-Commerce,Unclassified,India,Mumbai,Undisclosed,Seed Funding,"2,50,000",No Remark
13-05-2015,Innovaccer,SaaS & Enterprise Tech,Unclassified,India,Noida,"Rajan AUnclassifieddan, Teru Sato, Aneesh Reddy, Venkatesh Valluri",Seed Funding,,No Remark
13-05-2015,MyCuteOffice,Real Estate,Unclassified,India,Mumbai,Lead Angels,Seed Funding,,No Remark
12-05-2015,MobieFit,HealthTech,Unclassified,India,Goa,Prototyze,Seed Funding,,No Remark
12-05-2015,Plancess,EdTech,Unclassified,India,Mumbai,"Rajendra Gogri,\\xc2\\xa0 Chandrakant Gogri",Seed Funding,"20,00,000",No Remark
12-05-2015,Wassup,Consumer Internet,Unclassified,India,Chennai,"Arun Chandra Mohan, Praveen Sinha",Private Equity,"20,00,000",Pre-Series A
12-05-2015,WorkHorse,Consumer Internet,Unclassified,India,Mumbai,Undisclosed,Seed Funding,,No Remark
12-05-2015,ZapStitch,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,"Helion Venture Partners, Orios Venture Partners",Private Equity,"20,00,000",Pre-Series A
08-05-2015,BuyHatke,E-Commerce,Unclassified,India,Bengaluru,"S.GopalakrishUnclassified, Beenos",Seed Funding,"10,00,000",No Remark
08-05-2015,GrandOpinion,HealthTech,Unclassified,India,New Delhi,Florida based Angel investor,Seed Funding,"1,50,000",No Remark
08-05-2015,HealthifyMe,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,Micromax Informatics,Private Equity,,Strategic Investment
08-05-2015,KleverKid,EdTech,Unclassified,India,New Delhi,Aarin Capital Partners,Seed Funding,,No Remark
08-05-2015,Uniken,SaaS & Enterprise Tech,Unclassified,India,Pune,Exfinity Ventures,Private Equity,"20,00,000",Bridge Round Pre-Series B
07-05-2015,Box8,FoodTech,Unclassified,India,Mumbai,Mayfield Ventures,Private Equity,"35,00,000",Series A
07-05-2015,Toppr,EdTech,Unclassified,India,Mumbai,"Fidelity Growth Partners India, SAIF Partners,\\xc2\\xa0 Helion Ventures",Private Equity,"1,00,00,000",Series B
07-05-2015,Uniphore,SaaS & Enterprise Tech,Unclassified,India,Chennai,"IDG Ventures, Kris GopalakrishUnclassified",Private Equity,,Series A
07-05-2015,Vedantu,EdTech,Unclassified,India,Bengaluru,"Accel Partners, Tiger Global Management",Private Equity,"50,00,000",Series A
06-05-2015,Delhivery,E-Commerce,Unclassified,India,Gurugram,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,"8,50,00,000",Series D
06-05-2015,Swiggy,FoodTech,Unclassified,India,Bengaluru,Norwest Venture Partners,Private Equity,"1,50,00,000",Series B
05-05-2015,Customer360,SaaS & Enterprise Tech,Unclassified,India,Mumbai,Vishwas Patel,Seed Funding,,No Remark
05-05-2015,Fintellix,FinTech,Unclassified,India,Bengaluru,"IDG Ventures, Sequoia Capital",Private Equity,"1,50,00,000",Series C
05-05-2015,Ignis Careers,EdTech,Unclassified,India,Hyderabad,Acumen Fund,Seed Funding,"2,50,000",No Remark
05-05-2015,Seed Schools,EdTech,Unclassified,India,Hyderabad,Acumen Fund,Seed Funding,"6,50,000",No Remark
05-05-2015,Square Yards,Real Estate,Unclassified,India,Gurugram,Undisclosed,Private Equity,"60,00,000",pre-Series A
04-05-2015,Applicate,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,"5,50,000",No Remark
04-05-2015,SpoonJoy,FoodTech,Unclassified,India,Bengaluru,SAIF Partners,Seed Funding,"10,00,000",No Remark
04-05-2015,World Art Community,E-Commerce,Unclassified,India,Gurugram,Viraj Tyagi & others,Seed Funding,"2,00,000",No Remark
01-05-2015,Foodpanda,FoodTech,Unclassified,India,Gurugram,"Goldman Sachs, Rocket Internet",Private Equity,"10,00,00,000",Series D
01-05-2015,Termsheet,FinTech,Unclassified,India,Chennai,"AUnclassifiedd Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,"1,00,000",No Remark
29-04-2015,Dazo,FoodTech,Unclassified,India,Bengaluru,"Sumit Jain, Aprameya Radhakrishna, Alok Goel, Rajan AUnclassifieddan, Amit Agrawal, Vinay Goel, Gaurav Munjal, Ashish Dev Kapur",Seed Funding,,No Remark
29-04-2015,Icertis,SaaS & Enterprise Tech,Unclassified,India,Pune,"Greycroft Partners, Fidelity Growth Partners",Private Equity,"60,00,000",Series A
29-04-2015,PiQube,SaaS & Enterprise Tech,Unclassified,India,Chennai,The HR Fund,Seed Funding,"5,00,000",No Remark
29-04-2015,ReGlobe,E-Commerce,Unclassified,India,Gurugram,"Bessemer Ventures, Blume Ventures",Seed Funding,"10,00,000",No Remark
29-04-2015,Tracxn,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,SAIF Partners,Private Equity,"35,00,000",Series A
29-04-2015,Tradelab,FinTech,Unclassified,India,Bengaluru,Rainmatter,Seed Funding,"4,00,000",No Remark
29-04-2015,Travel Triangle,Travel,Unclassified,India,Noida,"Bessemer Venture Partners, SAIF Partners",Private Equity,"80,00,000",Series B
28-04-2015,Babajobs,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,SEEK Ltd & affiliates,Private Equity,"1,00,00,000",Series B
28-04-2015,Jay Robotix,EdTech,Unclassified,India,Hyderabad,Cross Border Angels & others,Seed Funding,"2,50,000",No Remark
28-04-2015,Naaptol.com,E-Commerce,Unclassified,India,Mumbai,Mitsui & Co & existing investors,Private Equity,"2,15,00,000",Series C
28-04-2015,Urban Ladder,E-Commerce,Unclassified,India,Bengaluru,"AUnclassifiedd Rajaraman, Venky Harinarayan",Private Equity,,Series D
27-04-2015,GIBBS,CleanTech,Unclassified,India,New Delhi,Infuse Ventures fund,Private Equity,,Series B
27-04-2015,Grab,FoodTech,Unclassified,India,Mumbai,"Oliphans Capital, Haresh Chawla",Seed Funding,"10,00,000",No Remark
27-04-2015,LogicRoots,EdTech,Unclassified,India,Jaipur,"Ah! Ventures, Calcutta Angels,\\xc2\\xa0 91SpringBoard",Seed Funding,"4,00,000",No Remark
27-04-2015,Torqus,FoodTech,Unclassified,India,Pune,S S Mukherji & Others,Seed Funding,"3,50,000",No Remark
24-04-2015,Coverfox,FinTech,Unclassified,India,Mumbai,"Accel US, Accel India, SAIF Partners.",Private Equity,"1,20,00,000",Series B
23-04-2015,Craftstvilla,E-Commerce,Unclassified,India,Mumbai,"Sequoia Capital, Nexus venture Partners, Lightspeed Ventures, GFC",Private Equity,"1,80,00,000",Series B
23-04-2015,EazyDiner,FoodTech,Unclassified,India,New Delhi,"Deepak Shahdadpuri, Gulpreet Kohli",Seed Funding,,No Remark
23-04-2015,happay,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,AngelPrime,Seed Funding,"5,00,000",No Remark
23-04-2015,HeadOut,E-Commerce,Unclassified,India,Bengaluru ,"Version One Ventures, 500 Startups, Nexus Venture Partners and Arena Ventures",Seed Funding,"18,00,000",No Remark
23-04-2015,Jugnoo,Logistics,Unclassified,India,Chandigarh,"Rakesh Mathur, Vikas Taneja & others",Seed Funding,"10,00,000",No Remark
23-04-2015,Phone Warrior,SaaS & Enterprise Tech,Unclassified,India,New Delhi,Lightspeed Ventures,Seed Funding,,Pre-Series A
23-04-2015,Simplilearn,EdTech,Unclassified,India,Bengaluru,"Mayfield Ventures, Kalaari Capital, Helion Ventures",Private Equity,"1,50,00,000",Series C
22-04-2015,Avanti Learning,Consumer Internet,Unclassified,India,New Delhi,"Michael & Susan Dell Foundation, Pearson Learning Fund",Private Equity,"15,00,000",Series A
22-04-2015,Eat.Shop.Love,E-Commerce,Unclassified,India,Bengaluru,Undisclosed,Private Equity,"35,00,000",Series A
22-04-2015,FindYahan,Consumer Internet,Unclassified,India,New Delhi,The Phoenix Fund,Private Equity,,Series A
20-04-2015,1mg,HealthTech,Unclassified,India,Gurugram,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",Private Equity,"60,00,000",Series A
20-04-2015,FreshDesk,SaaS & Enterprise Tech,Unclassified,India,Chennai,"Tiger Global, Google Capital & Accel Partners",Private Equity,"5,00,00,000",Series E
20-04-2015,Pastiwala,CleanTech,Unclassified,India,Vadodara,Agnus Capital,Private Equity,"40,00,000",Series A
20-04-2015,Sulekha.com,E-Commerce,Unclassified,India,Chennai,GIC ventures,Private Equity,"2,80,00,000",Series C
20-04-2015,Vyomo,HealthTech,Unclassified,India,Gurugram,YouWeCan Ventures,Seed Funding,,No Remark
18-04-2015,Doormint,Consumer Internet,Unclassified,India,Mumbai,Powai Lake Ventures,Seed Funding,,No Remark
17-04-2015,Robosoft,SaaS & Enterprise Tech,Unclassified,India,Udupi,"Ascent Capital, Kalaari Capital",Private Equity,"1,20,00,000",Series B
16-04-2015,Taskbob,Consumer Internet,Unclassified,India,Mumbai,"Orios Venture Partners, Mayfield India",Seed Funding,"12,00,000",No Remark
16-04-2015,UrbanClap,Consumer Internet,Unclassified,India,New Delhi,"SAIF Partners, Accel Partners, Kunal Bahl, Rohit Bansal",Seed Funding,"16,00,000",No Remark
15-04-2015,Grofers,Unclassified,Unclassified,India,Gurugram,"Tiger Global, Sequoia Capital",Private Equity,"3,50,00,000",Series B
15-04-2015,Peppertap,Unclassified,Unclassified,India,Gurugram,"SAIF Partners, Sequoia Capital",Private Equity,"1,00,00,000",Series A
15-04-2015,PolicyBazaar,E-Commerce,Unclassified,India,Gurugram,"PremjiInvest, Tiger Global, Ribbit Capital",Private Equity,"4,00,00,000",Series D
14-04-2015,LocalOye,Consumer Internet,Unclassified,India,Mumbai,"Tiger Global Management, Lightspeed Venture Partners",Private Equity,"50,00,000",Series A
13-04-2015,Capricoast,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,Accel Partners India,Seed Funding,"12,50,000",No Remark
13-04-2015,Commeasure,Travel,Unclassified,India,Noida,Jungle Ventures,Seed Funding,"10,00,000",No Remark
13-04-2015,Nayi Disha,EdTech,Unclassified,India,New Delhi,"Ajay Relan,",Seed Funding,"3,00,000",No Remark
13-04-2015,The Porter,Logistics,Unclassified,India,Mumbai,Kae Capital,Seed Funding,"5,00,000",No Remark
13-04-2015,ZopNow,E-Commerce,Unclassified,India,Bengaluru,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",Private Equity,"1,00,00,000",Series B
11-04-2015,Zomato,FoodTech,Unclassified,India,Gurugram,Info Edge (India),Private Equity,"2,50,00,000",Late Stage
10-04-2015,iMMi Life,HealthTech,Unclassified,India,Chennai,Unitus Seed Fund,Seed Funding,,No Remark
10-04-2015,Whatfix,EdTech,Unclassified,India,Bengaluru,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Seed Funding,"9,00,000",No Remark
09-04-2015,Bonhomia,FoodTech,Unclassified,India,New Delhi,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,"20,00,000",No Remark
09-04-2015,Changer Mints,FinTech,Unclassified,India,Kolkata,Hyderabad based investor,Seed Funding,"1,65,000",No Remark
09-04-2015,Gadgetwood,Consumer Internet,Unclassified,India,New Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,\\nNitin Singhal & Others",Seed Funding,"2,00,000",No Remark
09-04-2015,Purple Squirrel,EdTech,Unclassified,India,Mumbai,"Matrix Partners India, India Quotient",Private Equity,,Series B
09-04-2015,Urban Ladder,E-Commerce,Unclassified,India,Bengaluru,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,"5,00,00,000",Series C
08-04-2015,FirstCry.com,E-Commerce,Unclassified,India,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,\\xc2\\xa0 SAIF Partners, Vertex Ventures",Private Equity,"1,00,00,000","Series D ( In Feb it was announced they raised 26M, but it is 36M, so added here)"
08-04-2015,Mobikwik,FinTech,Unclassified,India,Gurugram,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,"2,50,00,000",Series B
08-04-2015,Olacabs,Transport,Unclassified,India,Bengaluru,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,"40,00,00,000",Series E (Updated from 315M to 400M after Press Release)
07-04-2015,LogiNext,Logistics,Unclassified,India,Mumbai,"Ajit Surana, Sanjay Mehta",Seed Funding,,No Remark
07-04-2015,PressPlay,Travel,Unclassified,India,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,"22,00,000",No Remark
07-04-2015,Pricejugaad,E-Commerce,Unclassified,India,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,"1,65,000",No Remark
07-04-2015,Quikr,E-Commerce,Unclassified,India,Mumbai,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Private Equity,"15,00,00,000",Series G (Check prev funding details here)
06-04-2015,InstaLively,Media & Entertainment,Unclassified,India,New Delhi,"Rajesh Sawheny , Rajan AUnclassifieddan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,"1,20,000",No Remark
04-04-2015,Bluegape,Media & Entertainment,Unclassified,India,Gurugram,"Rudy GopalakrishUnclassified, ah! Ventures",Seed Funding,"2,00,000",No Remark
