date,startup_name,industry_vertical,subvertical,country,city /state location,investors_name,investment_type,amount_in_usd,year,month
2018-07-25,Black Soil,FinTech,Non-Banking Financial Company,India,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,17000000,2018,July
2018-07-25,iqlect,SaaS & Enterprise Tech,Data Analytics Firm,India,Bengaluru,Ventureast and Exfinity,Seed Funding,2500000,2018,July
2018-07-25,Trell,Consumer Internet,Mobile-First Video Blogging App,India,Bengaluru,"BeeNext , WEH Ventures and Sprout Ventures",Seed Funding,1250000,2018,July
2018-07-24,Digit,Consumer Internet,Online Insurance Startup,India,Pune,Fairfax,Private Equity,45000000,2018,July
2018-07-24,kidovators,EdTech,Skill Learning Platform,India,Bengaluru,Gray Matters,Seed Funding,180000,2018,July
2018-07-23,Log9 Materials,SaaS & Enterprise Tech,Nanotechnology Company Specializing In Graphene,India,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed Funding,436000,2018,July
2018-07-23,VTION,SaaS & Enterprise Tech,Media Analytics,India,Gurugram,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed Funding,280000,2018,July
2018-07-23,Yulu Bikes,SaaS & Enterprise Tech,Bicycle-Sharing Platform,India,Bengaluru,Undisclosed,Seed Funding,,2018,July
2018-07-21,PaySense,Consumer Internet,Online Consumer Lending Platform,India,Mumbai,PayU & Others,Private Equity,18000000,2018,July
2018-07-20,HousingMan,Consumer Internet,Property Discovery Platform,India,Bengaluru,Undisclosed,Seed Funding,1500000,2018,July
2018-07-19,Book My Show,Consumer Internet,Online Ticketing Platform,India,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,100000000,2018,July
2018-07-18,The Ken,Consumer Internet,Subscription-Only News Website,India,Bengaluru,Omidyar Network & Others,Seed Funding,1500000,2018,July
2018-07-17,Cars24,Consumer Internet,Online Used Car Marketplace,India,Gurugram,"Kingsway FCI Fund, KCK Global & Others",Private Equity,49700000,2018,July
2018-07-17,OfBusiness,FinTech,Online Lending Platform For SME,India,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Private Equity,29000000,2018,July
2018-07-13,MEngage,HealthTech,A Doctor-Patient Engagement Platform,India,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed Funding,175000,2018,July
2018-07-12,19th mile,SaaS & Enterprise Tech,Artificial intelligence-based sales acceleration software platform,India,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed Funding,180000,2018,July
2018-07-12,5th Vital,HealthTech,Home diagnostics services provider,India,Bengaluru,Brand Capital and Others,Seed Funding,500000,2018,July
2018-07-11,Sambandh,Consumer Internet,Online Micro Lending Platform,India,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,2500000,2018,July
2018-07-10,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,India,Gurugram,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed Funding,437000,2018,July
2018-07-10,iNICU,HealthTech,Med-tech Platform Providing Care For Newborns,India,New Delhi,Venture Catalysts,Seed Funding,,2018,July
2018-07-10,Kinara Capital,FinTech,Lending Platform For Micro and Small Enterprises,India,Bengaluru,ResponsAbility,Private Equity,5000000,2018,July
2018-07-10,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,India,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Equity,5000000,2018,July
2018-07-09,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,India,Bengaluru,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed Funding,1100000,2018,July
2018-07-09,zippserv,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,India,Bengaluru,Info Edge (India) Ltd,Seed Funding,440000,2018,July
2018-07-06,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,India,Gurugram,Info Edge (India) Ltd and Temasek,Private Equity,27700000,2018,July
2018-07-05,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,India,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital",Private Equity,6250000,2018,July
2018-07-04,Anchanto,SaaS & Enterprise Tech,E-commerce Fulfilment Platform,India,Pune,MDI Ventures & Telkom Indonesia,Private Equity,4000000,2018,July
2018-07-02,Biryani By Kilo,Consumer Internet,Online Food Delivery,India,Gurugram,Ajay Relan and Vinay Mittal,Seed Funding,1000000,2018,July
2018-07-01,Leena AI,SaaS & Enterprise Tech,HR Virtual Agent For Employees,India,Gurugram,Y Combinator,Seed Funding,,2018,July
2018-06-29,Numeroseven,SaaS & Enterprise Tech,An Artificial Intelligence-Based Recruitment Platform,India,Kolkata,Shiva Gunapu & Others,Seed Funding,,2018,June
2018-06-28,Edureka,EdTech,Online Education Platform,India,Bengaluru,Leo Capital,Seed Funding,2000000,2018,June
2018-06-28,Front Desk AI,SaaS & Enterprise Tech,An AI Platform Offering Automated Customer Service Software,India,Bengaluru,Speciale Invest & Others,Seed Funding,1100000,2018,June
2018-06-27,Wow Express,SaaS & Enterprise Tech,E-commerce Logistics Platform,India,Mumbai,Undisclosed,Private Equity,4500000,2018,June
2018-06-26,Paytm,SaaS & Enterprise Tech,Digital Payment Platform,India,Noida,One 97 Communications,Private Equity,8950000,2018,June
2018-06-26,Sigtuple,HealthTech,Data Driven Intelligence Solutions Platform,India,Bengaluru,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,19000000,2018,June
2018-06-25,HipBar,Consumer Internet,Digital Payment Platform For Beverage Delivery,India,Bengaluru,Diageo India,Private Equity,4000000,2018,June
2018-06-25,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,India,Gurugram,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,200000000,2018,June
2018-06-25,Sqqrl,FinTech,App-based investment platform,India,Gurugram,Equanimity Venture Fund,Seed Funding,1000000,2018,June
2018-06-22,WickedRide,Consumer Internet,Online Motorbike And Scooter Rental Platforms,India,Bengaluru,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,9100000,2018,June
2018-06-20,Drip capital,FinTech,Trade Finance Firm,India,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,15000000,2018,June
2018-06-19,Chrysalis,EdTech,Education Services Provider,India,Pune,Menterra Venture & Artha Initiatives,Seed Funding,,2018,June
2018-06-19,RentSher,Consumer Internet,Online Rental Marketplace,India,Bengaluru,"Shorooq Investments, LetsVenture & Others",Seed Funding,1100000,2018,June
2018-06-18,Elucidata,SaaS & Enterprise Tech,Data Analytics (SaaS),India,New Delhi,Hyperplane Venture Capital and several angel investors,Seed Funding,1700000,2018,June
2018-06-18,Tynor Othontics,HealthTech,Prosthetics Manufacturers,India,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,21000000,2018,June
2018-06-14,HomeLane,Consumer Internet,Online Home Furnishing Solutions,India,Bengaluru,Brand Capital,Seed Funding,3450000,2018,June
2018-06-14,Network Intelligence,SaaS & Enterprise Tech,Cybersecurity Specialist,India,Mumbai,Helix Investments,Private Equity,4800000,2018,June
2018-06-13,NirogStreet,HealthTech,An Online Platform That Connects Ayurveda Doctors With Patients,India,Gurugram,"Spiral Ventures, Subho Ray and Samir Kumar",Seed Funding,300000,2018,June
2018-06-13,Nivesh,FinTech,Mass Market Mutual Fund Investment Platform,India,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Seed Funding,450000,2018,June
2018-06-13,Whats Up Life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",India,Gurugram,Rannvijay Singha,Seed Funding,,2018,June
2018-06-12,Alpha Capital,FinTech,Supplychain Finance,India,Mumbai,Alpha Capital,Private Equity,14800000,2018,June
2018-06-12,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,India,Bengaluru,Saama Capital and Sequoia Capital,Seed Funding,3000000,2018,June
2018-06-12,eShakti,E-Commerce,Fashion e-tailer,India,Chennai,Paragon Partners,Private Equity,10100000,2018,June
2018-06-11,Theranosis,HealthTech,Specialised diagnostics Platform,India,Hyderabad,Mumbai Angels Network,Seed Funding,,2018,June
2018-06-10,AyeFinance,FinTech,Online Lending Platform,India,Gurugram,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,21500000,2018,June
2018-06-07,Annapurna Finance,FinTech,Non-Banking Financial Company,India,Bhubaneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,23000000,2018,June
2018-06-07,Meesho,Consumer Internet,Online Marketplace For Resellers,India,Bengaluru,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity,11500000,2018,June
2018-06-05,Crowdera,FinTech,Online Crowdfunding Platform,India,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",Seed Funding,,2018,June
2018-06-05,Zoctr,HealthTech,Online Healthcare Aggregator,India,Mumbai,NB Ventures and Others,Seed Funding,,2018,June
2018-06-04,Digiconectt,SaaS & Enterprise Tech,Sales Analytics and Enablement Platform,India,Bengaluru,Aspire Logistics LLC,Seed Funding,125000,2018,June
2018-06-04,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",India,Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Seed Funding,,2018,June
2018-06-01,CoinTribe,FinTech,Credit-Based Lending Marketplace For Small And Medium Enterprises,India,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Equity,10000000,2018,June
2018-05-31,Credright,Consumer Internet,Lending Platform For SMEs,India,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed Funding,1300000,2018,May
2018-05-30,Events High,Consumer Internet,Events and Activities Discovery Platform,India,Bengaluru,Treebo,Private Equity,,2018,May
2018-05-30,Stellaps,SaaS & Enterprise Tech,Iot Application Platform In Agriculture,India,Bengaluru,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity,14000000,2018,May
2018-05-29,Toffee,Consumer Internet,Online Insurance Platform,India,Gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Seed Funding,1500000,2018,May
2018-05-29,Tonetag,SaaS & Enterprise Tech,Mobile Payments Technology Platform,India,Bengaluru,Amazon Inc. and Mastercard,Private Equity,8000000,2018,May
2018-05-28,HWell24,HealthTech,Home Healthcare Aggregator,India,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Seed Funding,200000,2018,May
2018-05-27,Acko,Consumer Internet,Online Insurance Platform,India,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",Seed Funding,12000000,2018,May
2018-05-24,Bonphulapl,CleanTech,Oxygen Optimiser Manufacturer,India,New Delhi,Atul Gupta and Saurabh Rastogi,Seed Funding,293000,2018,May
2018-05-24,Smartivity,EdTech,Designer Of Toys and Learning Projects For Kids,India,New Delhi,"Ashish Kacholi, S Chand Group",Seed Funding,2000000,2018,May
2018-05-23,Aashiyaan,FinTech,Housing Finance For Low-Income Families,India,Kolkata,"Insistor, Oikocredit",Seed Funding,2000000,2018,May
2018-05-23,Edyoo,E-Commerce,Products For Shoolgoing Children,India,Bengaluru,RS Shanbag,Seed Funding,735000,2018,May
2018-05-22,Cashkumar,Consumer Internet,P2P Lending Platform,India,Bengaluru,LetsVenture,Seed Funding,735000,2018,May
2018-05-22,Vola,FinTech,Micro Lending Platform,India,Bengaluru,Credika and unnamed angel investors,Seed Funding,500000,2018,May
2018-05-21,MilkBasket,SaaS & Enterprise Tech,Micro-Delivery Grocery Startup,India,Gurugram,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private Equity,7000000,2018,May
2018-05-21,Rocketium,SaaS & Enterprise Tech,Online Video Creation Platform,India,Bengaluru,Blume ventures,Seed Funding,300000,2018,May
2018-05-16,mfine,HealthTech,Doctor-Consultation App,India,Bengaluru,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,4200000,2018,May
2018-05-14,Nykaa,Consumer Internet,Beauty e-tailer,India,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,24000000,2018,May
2018-05-11,Earth Food,Consumer Internet,Agri-tech,India,Pune,Rairah Corporation,Seed Funding,949000,2018,May
2018-05-09,i3sysytems,SaaS & Enterprise Tech,AI product company For Health and Life Insurane Companies,India,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed Funding,1000000,2018,May
2018-05-07,PaisaDukan,Consumer Internet,P2P Lending Platform,India,Mumbai,Undisclosed,Seed Funding,225000,2018,May
2018-05-03,Disprz,SaaS & Enterprise Tech,SaaS,India,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed Funding,2500000,2018,May
2018-05-02,Bizongo,Consumer Internet,Aggregator For Packaging Material,India,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,22000000,2018,May
2018-05-02,OpenTap,FinTech,Online Lending Platform,India,Chennai,Undisclosed,Seed Funding,450000,2018,May
2018-04-30,MyLoanCare,FinTech,B2C Online Loans Marketplace,India,Gurugram,SAR Group,Seed Funding,978000,2018,April
2018-04-30,Samco,Consumer Internet,Online Stock Broker,India,Mumbai,Bay Capital Investments and Others,Private Equity,7500000,2018,April
2018-04-29,Rubique,Consumer Internet,Online Lending MarketPlace,India,Mumbai,"Emery Capital, Blacksoil and Kalaari Capital",Private Equity,,2018,April
2018-04-27,1mg,Consumer Internet,Online Pharmacy Store,India,Gurugram,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",Private Equity,10000000,2018,April
2018-04-26,POPxo,SaaS & Enterprise Tech,Women Focussed Digital Media Platform,India,New Delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",Private Equity,5500000,2018,April
2018-04-26,RailYatri,Consumer Internet,Online Travel Ticketing Platform,India,Noida,"Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners",Private Equity,,2018,April
2018-04-25,Trip shelf,Consumer Internet,Online Travel Marketplace,India,New Delhi,"GEMS Advisory, Alok Mittal and Sachin Bhatia",Seed Funding,246000,2018,April
2018-04-23,Capital Float,FinTech,Online Lending Platform,India,Bengaluru,Amazon,Private Equity,22000000,2018,April
2018-04-23,Mihuru,FinTech,Online Platform Providing Micro Loans For Air Travel,India,Mumbai,Undisclosed,Seed Funding,150000,2018,April
2018-04-22,Doxper,HealthTech,Digitized Health-Tech Solutions For Practitioners,India,Mumbai,Vidal Healthcare,Seed Funding,1900000,2018,April
2018-04-22,Nykaa,Consumer Internet,Beauty e-tailer,India,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,11000000,2018,April
2018-04-22,Visit,HealthTech,AI Driven Health tech Platform,India,New Delhi,"Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy",Private Equity,,2018,April
2018-04-19,Fyle Technologies,SaaS & Enterprise Tech,AI Based Expense Management Platform,India,Bengaluru,Pravega Ventures and Beenext,Seed Funding,1100000,2018,April
2018-04-19,Lenskart,Consumer Internet,Online Eyewear Retailer,India,Faridabad,TR Capital,Private Equity,,2018,April
2018-04-19,MamaEarth,HealthTech,Online Baby care Products,India,Gurugram,Shilpa Shetty Kundra,Private Equity,,2018,April
2018-04-19,True Balance,SaaS & Enterprise Tech,Mobile Balance Checking App,India,Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",Private Equity,23000000,2018,April
2018-04-18,Coverfox,Consumer Internet,Online Insurance Aggregator,India,Mumbai,"International Finance Corporation, Transamerica and others.",Private Equity,22000000,2018,April
2018-04-16,icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,India,New Delhi,Mr. Manoj Prasad,Seed Funding,500000,2018,April
2018-04-16,Pregbuddy,HealthTech,Connected Care App For Pregnant Women,India,Bengaluru,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",Seed Funding,,2018,April
2018-04-13,mintifi,FinTech,Online Lending Platform,India,Mumbai,Lok Capital,Seed Funding,2000000,2018,April
2018-04-12,AyeFinance,FinTech,Online Lending Platform,India,Gurugram,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt Funding,4600000,2018,April
2018-04-12,LetsMD,HealthTech,Platform To Discover Healthcare Financing Options,India,New Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Seed Funding,1000000,2018,April
2018-04-10,Loanzen,FinTech,Digital Lending Platform In Logistics,India,Bengaluru,Kae Capital Management,Seed Funding,,2018,April
2018-04-10,TravelTriangle,Consumer Internet,Online Travel Marketplace,India,Gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity,12000000,2018,April
2018-04-09,Elemential,SaaS & Enterprise Tech,Blockchain Platform,India,Mumbai,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",Seed Funding,,2018,April
2018-04-09,Kaleidofin,FinTech,Digital Financial Services Platform,India,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Seed Funding,2800000,2018,April
